Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Garage Area,Yr Sold,SalePrice
7226,7,5,2003,2003,798,798,842,1640,2,1,3,1,6,595,2008,183000
11690,8,5,1999,2000,850,886,878,1764,2,1,3,1,7,560,2008,207000
8750,7,5,1994,1995,915,933,975,1908,2,1,4,1,8,493,2008,210000
4435,6,5,2003,2003,848,848,0,848,1,0,1,1,3,420,2008,136500
4426,6,5,2004,2004,848,848,0,848,1,0,1,1,3,420,2008,145000
13125,6,5,1997,1998,1478,1493,0,1493,2,0,3,1,7,508,2008,208900
10126,6,5,1997,1998,1838,1838,0,1838,2,0,2,2,8,721,2008,185000
9135,7,5,2002,2003,1536,1536,0,1536,2,0,3,1,7,532,2008,214000
8450,7,5,2003,2003,856,856,854,1710,2,1,3,1,8,548,2008,208500
9750,7,5,2004,2004,1445,1445,0,1445,2,0,3,1,6,470,2008,186500
8450,7,5,2004,2004,1436,1436,0,1436,2,0,3,1,8,484,2008,210000
8320,7,5,2004,2004,770,770,812,1582,2,1,3,1,6,520,2008,185900
11049,8,5,2007,2007,1234,1234,0,1234,2,0,3,1,7,484,2008,179900
11058,7,6,2007,2007,1564,1564,0,1564,2,0,3,1,6,814,2008,218836
9627,7,5,2007,2007,1351,1361,0,1361,2,0,3,1,6,610,2008,193000
8199,7,5,2005,2005,728,728,728,1456,2,1,3,1,7,410,2008,189000
4426,6,5,2004,2004,848,848,0,848,1,0,1,1,3,420,2008,149300
4426,6,5,2004,2004,848,848,0,848,1,0,1,1,3,420,2008,141000
4438,6,5,2004,2004,848,848,0,848,1,0,1,1,3,420,2008,149000
4438,6,5,2004,2004,848,848,0,848,1,0,1,1,4,420,2008,144500
8777,5,7,1910,1950,796,796,0,796,1,0,2,1,4,0,2008,85000
8777,5,7,1900,2003,1272,1272,928,2200,2,2,4,2,9,0,2008,145900
9825,5,5,1966,1966,1092,1092,0,1092,1,0,3,1,6,264,2008,123000
9937,5,6,1965,1965,1256,1256,0,1256,1,1,3,1,6,276,2008,147500
12102,5,5,1976,1976,456,1033,0,1033,1,0,3,1,6,504,2008,165000
6500,6,6,1976,1976,1127,1127,0,1127,1,1,3,1,6,480,2008,135000
13907,5,6,1940,1969,996,996,0,996,1,0,3,1,6,0,2008,108000
10012,4,5,1972,1972,1138,1181,0,1181,2,0,3,1,6,588,2008,137500
6931,7,5,2003,2004,746,760,896,1656,2,1,3,1,7,397,2008,165400
9638,6,6,1977,1977,1029,1117,0,1117,1,0,3,1,6,542,2008,147000
7200,6,7,1976,2001,684,684,714,1398,1,1,3,1,6,440,2008,160500
7024,4,5,2005,2005,1132,1132,0,1132,1,1,2,1,5,451,2008,176000
47007,5,7,1959,1996,0,3820,0,3820,3,1,5,1,11,624,2008,284700
63887,10,5,2008,2008,6110,4692,950,5642,2,1,3,1,12,1418,2008,160000
3675,6,5,2005,2005,547,1072,0,1072,1,0,2,1,5,525,2008,148000
6040,4,5,1955,1955,0,1152,0,1152,2,0,2,2,6,0,2008,82000
6012,4,5,1955,1955,0,1152,0,1152,2,0,2,2,6,0,2008,82000
12108,4,4,1955,1955,1440,1440,0,1440,2,0,4,2,8,0,2008,118000
6845,4,5,1955,1955,0,1152,0,1152,2,0,2,2,6,0,2008,82500
6931,4,5,1955,1955,784,784,0,784,1,0,2,1,4,0,2008,91900
12180,5,7,1938,2007,585,585,468,1053,1,1,2,1,5,0,2008,120000
8050,5,8,1947,1993,0,929,208,1137,1,1,4,1,8,0,2008,96000
9520,4,5,1953,1953,911,930,0,930,1,0,2,1,5,286,2008,99000
11767,5,6,1946,1995,768,768,432,1200,1,0,3,1,6,240,2008,130500
8172,4,6,1954,1972,941,997,473,1470,2,0,4,1,7,548,2008,135000
16466,5,7,1955,1955,816,872,521,1393,1,1,3,1,8,300,2008,135500
7692,4,6,1954,1954,416,1204,0,1204,1,0,3,1,6,312,2008,100000
5142,4,7,1923,2008,949,949,343,1292,1,1,3,1,6,205,2008,108000
5604,5,6,1925,1950,864,864,0,864,1,0,2,1,5,0,2008,98000
8248,3,3,1914,1950,864,864,0,864,1,0,2,1,5,0,2008,67000
5687,5,6,1912,2000,780,936,780,1716,2,0,6,1,9,0,2008,135900
12155,6,8,1925,1950,672,810,672,1482,2,0,4,1,7,400,2008,140000
8400,5,8,1939,1997,720,1052,720,2192,2,1,4,1,8,240,2008,179500
8400,6,5,1925,1950,1181,1390,304,1694,2,0,4,1,7,576,2008,136500
7290,7,8,1921,1950,1228,1424,0,1424,2,0,2,1,7,312,2008,168000
8525,5,6,1911,1950,940,1024,940,1964,1,1,4,1,7,0,2008,130000
9842,5,6,1921,1998,612,990,1611,2601,3,1,4,1,8,621,2008,189000
7804,6,7,1930,1950,960,960,960,1920,2,2,4,2,10,480,2008,161900
8969,6,6,1926,1950,644,672,644,1316,1,0,2,1,6,369,2008,145000
11526,6,7,1922,1994,588,1423,748,2555,2,0,3,1,11,672,2008,191000
15576,6,7,1915,1976,840,840,840,1680,2,0,4,1,8,308,2008,177000
15564,6,6,1914,1995,676,676,588,1264,1,0,3,1,6,400,2008,147500
6292,6,5,1930,1950,768,790,0,790,1,0,2,1,4,160,2008,91000
7609,8,9,1925,1997,798,798,714,1512,2,0,3,1,7,180,2008,231000
10480,6,5,1936,1950,1064,1166,0,1639,1,0,3,1,6,240,2008,115000
9650,6,3,1923,1950,784,819,784,1603,1,0,4,1,7,599,2008,138000
7200,7,6,1931,2000,776,851,651,1502,1,1,3,1,6,270,2008,149000
11988,6,7,1934,1995,715,849,811,1660,1,1,3,1,6,240,2008,188700
11700,5,6,1937,1995,942,1265,673,1938,2,0,4,1,7,240,2008,198000
9260,5,4,1938,1950,884,932,442,1374,1,0,3,1,6,225,2008,110000
7801,6,5,1951,1951,1091,1091,0,1091,1,0,2,1,5,344,2008,104000
9670,8,6,1935,1950,608,983,890,1873,1,1,4,1,9,786,2008,257076
14100,8,9,1935,1997,728,1968,1479,3447,3,1,4,1,11,1014,2008,381000
15660,7,9,1939,2006,798,1137,817,1954,1,1,3,1,8,431,2008,311500
12392,7,9,1950,2000,832,1218,943,2161,2,1,3,1,8,506,2008,263400
26073,5,5,1956,1956,1898,1898,0,1898,2,1,3,1,7,484,2008,236500
14778,6,7,1954,2006,1296,1640,0,1640,1,0,3,1,7,924,2008,224000
1879,6,6,1980,1980,516,516,516,1032,1,0,2,1,5,462,2008,116500
1950,6,6,1980,1980,716,716,840,1556,2,1,3,1,6,452,2008,151000
7000,6,8,1926,1998,894,919,0,919,1,0,2,1,5,195,2008,126000
6000,6,8,1940,2006,720,760,330,1090,1,0,3,1,5,240,2008,120000
3636,4,4,1922,1950,796,796,0,796,1,0,2,1,5,0,2008,55000
5890,6,8,1930,2007,816,816,0,816,1,0,2,1,5,432,2008,120500
6900,5,6,1940,1955,740,778,0,778,1,0,2,1,4,924,2008,120500
8155,5,7,1930,1950,780,780,420,1200,1,0,4,1,7,0,2008,119000
6000,5,5,1967,1967,624,1092,564,1656,1,1,3,1,7,288,2008,126000
7392,5,7,1930,1995,520,912,0,912,1,0,2,1,5,360,2008,99500
9000,5,5,1958,1958,1151,1151,804,1955,2,0,4,1,7,356,2008,165500
14584,1,5,1952,1952,0,733,0,733,1,0,2,1,4,487,2008,13100
5280,4,7,1895,1950,173,825,536,1361,1,0,2,1,6,185,2008,89000
8500,4,4,1920,1950,649,649,668,1317,1,0,3,1,6,250,2008,40000
5150,4,7,1910,2000,356,671,378,1049,1,0,2,1,5,195,2008,80900
18000,3,4,1935,1950,894,894,0,894,1,0,2,1,6,1248,2008,81000
9000,4,6,1920,1950,592,432,432,864,1,1,3,1,5,216,2008,65000
5587,8,5,2008,2008,1600,1652,0,1652,2,0,2,1,5,482,2008,392500
3843,8,5,2007,2008,1596,1648,0,1648,2,0,2,1,5,525,2008,294464
3811,7,5,2004,2005,1594,1646,0,1646,2,0,2,1,5,482,2008,250000
3842,8,5,2004,2005,1594,1646,0,1646,2,0,2,1,5,482,2008,275000
23730,7,5,1996,1997,1840,2032,0,2032,3,0,3,1,7,786,2008,300000
13265,8,5,2002,2002,1568,1689,0,1689,2,0,3,1,7,857,2008,271000
11050,7,5,1996,1997,910,910,910,1820,2,1,3,1,8,816,2008,213000
9880,6,6,1977,1977,1096,1118,0,1118,1,0,3,1,6,358,2008,171000
10125,6,6,1977,1977,1196,1279,0,1279,2,0,3,1,6,473,2008,171500
10260,5,4,1976,1976,0,936,936,1872,2,2,4,2,8,484,2008,100000
9990,4,5,1991,1991,1680,1689,0,1689,2,0,3,1,6,432,2008,228500
164660,5,6,1965,1965,1499,1619,167,1786,2,0,3,1,7,529,2008,228950
4084,7,6,1986,1986,1277,1501,0,1501,2,0,2,1,6,512,2008,241500
15498,8,6,1976,1976,1565,2898,0,2898,2,0,2,1,10,665,2008,287000
11563,8,5,2006,2007,1518,1537,0,1537,2,0,3,1,8,788,2008,294000
9520,8,5,2007,2008,1638,1646,0,1646,2,0,3,1,7,800,2008,293077
12852,8,5,2007,2007,920,920,860,1780,2,1,3,1,6,612,2008,264966
9802,5,5,2006,2007,352,712,730,1442,2,1,3,1,6,400,2008,172500
9735,5,5,2006,2007,384,754,640,1394,2,1,3,1,7,400,2008,167500
12018,7,5,2008,2008,796,796,816,1612,2,1,3,1,6,666,2008,218689
12890,6,5,1989,1989,1495,1495,0,1495,2,0,3,1,8,438,2008,150000
12416,6,5,1986,1986,1606,1651,0,1651,2,0,3,1,7,616,2008,184000
18265,6,5,1986,1986,1256,1256,0,1256,2,0,3,1,6,578,2008,180000
10200,6,5,1988,1989,1461,1509,0,1509,2,0,3,1,5,600,2008,175000
11202,8,5,2003,2003,1432,1440,0,1440,2,0,3,1,7,467,2008,232500
7915,6,5,1999,2000,1666,1675,0,1675,2,0,3,1,6,435,2008,195000
12244,8,5,2003,2003,1482,1482,780,2262,2,1,4,1,10,749,2008,305000
11449,8,5,2007,2007,1884,1728,0,1728,2,0,3,1,7,520,2008,298751
11447,8,5,2005,2006,1964,1964,0,1964,2,1,3,1,7,892,2008,370000
8940,7,5,1997,1998,1344,1344,0,1344,2,0,2,2,8,784,2008,209200
7060,7,5,1997,1998,1344,1344,0,1344,2,0,2,2,8,784,2008,206300
9278,5,5,2007,2008,1092,1092,0,1092,1,0,2,1,5,0,2008,146000
4500,6,5,1997,1997,1189,1189,0,1189,2,0,2,1,4,392,2008,160500
14137,4,5,1964,1964,1200,1200,0,1200,1,0,3,1,6,850,2008,173000
4224,5,6,1975,1975,1040,1040,0,1040,1,0,3,1,6,499,2008,124000
2665,5,6,1976,1976,264,616,688,1304,1,1,3,1,4,336,2008,115000
2665,5,7,1976,1976,550,925,550,1475,2,0,4,1,6,336,2008,129500
1974,4,7,1973,2006,526,526,462,988,1,0,2,1,5,297,2008,105000
1596,4,6,1973,1973,462,526,462,988,1,0,1,1,4,297,2008,94900
17979,5,6,1968,1968,1113,1160,0,1160,1,0,3,1,6,257,2008,152500
1477,6,9,1970,2007,546,546,546,1092,2,1,3,1,6,0,2008,98000
1890,4,7,1972,1972,630,630,0,630,1,0,1,1,3,0,2008,81000
21750,5,5,1954,1954,988,988,0,988,1,0,2,1,4,520,2008,113000
6490,5,7,1983,1983,816,816,0,816,1,0,2,1,4,264,2008,128500
6951,5,5,1984,1985,876,923,0,923,1,0,3,1,5,264,2008,119500
6600,5,9,1982,2008,816,816,0,816,1,0,3,1,5,264,2008,130500
6600,5,8,1982,2003,816,816,0,816,1,0,2,1,4,816,2008,138000
6600,5,6,1982,2005,845,845,0,845,1,0,3,1,6,264,2008,134500
12508,6,7,1940,1985,983,983,767,1750,2,0,4,1,7,423,2008,160000
12395,5,6,1984,1984,864,889,0,889,1,0,3,1,6,484,2008,137500
11075,5,4,1969,1969,784,1168,800,1968,2,1,4,1,7,530,2008,172000
56600,5,1,1900,1950,686,1150,686,1836,2,0,4,1,7,288,2008,103000
10667,6,6,1971,1971,1587,1587,0,1587,2,0,3,1,7,525,2007,167300
10628,7,5,1970,1970,1277,1277,0,1277,1,0,2,1,5,526,2007,167000
13651,7,6,1973,1973,2223,2223,0,2223,2,0,3,1,8,516,2007,244000
15865,8,6,1970,1970,2217,2217,0,2217,2,0,4,1,8,621,2007,268000
12394,7,5,2003,2003,847,847,886,1733,2,1,3,1,7,433,2007,225000
10364,6,5,1995,1996,806,806,766,1572,2,1,3,1,7,373,2007,168000
13869,6,6,1997,1997,794,794,676,1470,2,0,3,1,6,388,2007,177000
8773,6,5,1997,1997,916,916,684,1600,2,1,3,1,7,460,2007,169000
8872,6,5,1997,1997,384,754,630,1384,2,1,3,1,7,390,2007,161500
5330,8,5,2000,2000,1494,1652,0,1652,2,0,2,1,6,499,2007,251000
10147,6,5,1994,1994,392,924,770,1694,2,1,3,1,7,398,2007,160000
8637,6,5,1999,2000,923,947,767,1714,2,1,3,1,7,451,2007,180000
7875,7,5,1996,1996,691,691,862,1553,2,1,3,1,6,420,2007,178750
7875,7,5,1995,1996,1237,1253,0,1253,2,0,3,1,6,402,2007,176000
7500,6,5,1999,2003,938,957,1342,2299,3,1,5,1,7,482,2007,204000
9556,7,5,1992,1993,1168,1187,0,1187,2,0,3,1,6,420,2007,160000
10784,7,5,1991,1992,384,802,670,1472,2,1,3,1,7,402,2007,160000
9125,7,5,1992,1992,384,812,670,1482,2,1,3,1,7,392,2007,163900
7655,6,5,1993,1994,903,910,732,1642,2,1,3,1,7,392,2007,168000
18160,6,6,1964,1964,1302,1128,0,1128,1,0,3,1,6,480,2007,154204
3696,8,5,1986,1986,1074,1088,0,1088,1,1,2,1,5,461,2007,170000
5062,7,5,1984,1984,1190,1190,900,2090,2,0,3,1,6,577,2007,207500
4740,8,5,1988,1988,1166,1179,0,1179,2,0,2,1,5,480,2007,182000
5118,8,5,1990,1990,1312,1321,0,1321,1,0,1,1,4,484,2007,212000
14157,9,5,2005,2006,1922,1922,0,1922,2,0,3,1,8,676,2007,377426
12328,8,5,2005,2005,1149,1164,1377,2541,3,1,4,1,10,729,2007,349265
51974,9,5,2006,2007,2660,2338,0,2338,2,1,4,1,8,1110,2007,591587
41600,5,5,1969,1990,1100,1424,0,1424,1,1,3,1,7,828,2007,155000
8035,9,5,2006,2006,1612,1612,0,1612,2,0,2,1,6,556,2007,319900
8089,8,6,2007,2007,1419,1419,0,1419,2,0,2,1,7,567,2007,392000
14082,8,5,2006,2006,2220,2234,0,2234,1,1,1,1,7,724,2007,441929
13870,10,5,2006,2007,1742,2042,0,2042,2,0,3,1,8,724,2007,455000
12546,6,7,1981,1981,1440,1440,0,1440,2,0,3,1,7,467,2007,182900
10960,6,5,1984,1984,1284,1284,0,1284,2,0,3,1,5,480,2007,174000
12090,6,7,1984,2003,585,1140,728,1868,3,1,3,1,7,477,2007,178000
12090,7,7,1981,2003,725,725,754,1479,2,1,3,1,6,484,2007,176000
12299,7,6,1978,1985,1529,1664,0,1664,2,0,3,1,7,663,2007,213000
11339,7,5,1979,1979,780,1085,845,1930,2,1,4,1,9,481,2007,192000
11952,7,6,1977,1977,808,1161,808,1969,2,1,3,1,8,534,2007,190000
12046,6,6,1976,1976,848,1118,912,2030,2,1,4,1,8,551,2007,195000
10395,6,6,1978,1978,1032,1032,0,1032,2,0,3,1,6,564,2007,148000
11850,6,6,1984,1984,1153,1177,0,1177,2,0,3,1,6,495,2007,151500
11584,7,6,1979,1979,539,1040,685,1725,2,1,3,1,6,550,2007,197000
10400,6,5,1979,1999,1259,1353,0,1353,2,0,2,1,5,478,2007,192350
10793,5,5,1969,1969,780,780,840,1620,2,1,4,1,7,462,2007,152000
13001,6,5,1971,1971,1625,1220,0,1220,2,0,2,1,6,944,2007,170000
12243,5,6,1971,1971,1484,1484,0,1484,2,0,3,1,7,487,2007,175000
11700,6,6,1968,1968,702,1041,702,1743,1,2,3,1,7,539,2007,175000
12384,7,7,1976,1976,793,1142,793,1935,2,1,3,1,7,550,2007,197900
8991,7,6,1976,1976,1228,1324,0,1324,2,0,3,1,5,585,2007,174000
8000,6,6,1974,1974,1084,1084,793,1877,2,1,4,1,8,488,2007,178900
10500,5,7,1971,2005,372,576,533,1109,1,0,3,1,5,288,2007,139000
10530,6,5,1971,1971,981,981,0,981,1,1,3,1,5,576,2007,143250
7472,7,9,1972,2004,725,725,754,1479,1,1,4,1,7,484,2007,184000
9457,5,6,1970,1990,925,1422,0,1422,1,0,3,1,7,576,2007,155000
7920,5,5,1970,2002,914,914,0,914,1,0,3,1,5,368,2007,133000
9758,5,5,1971,1971,950,950,0,950,1,0,3,1,5,280,2007,119500
8294,4,5,1971,1971,858,872,0,872,1,0,3,1,5,480,2007,123000
7340,4,6,1971,1971,858,858,0,858,1,0,2,1,4,684,2007,110000
17199,4,7,1961,1961,914,914,0,914,1,0,2,1,4,270,2007,128000
9000,4,6,1971,1971,864,864,0,864,1,0,3,1,5,528,2007,120500
4058,7,5,1998,1998,723,767,0,767,1,0,1,1,4,367,2007,133000
4113,6,5,2001,2001,1337,1337,0,1337,2,0,2,1,5,511,2007,155000
10943,6,5,1997,1998,1405,1337,0,1337,2,0,2,1,5,522,2007,177000
2205,6,6,1973,1973,525,525,567,1092,1,1,3,1,6,264,2007,113500
1890,6,5,1973,1973,672,672,546,1218,1,1,3,1,7,264,2007,113000
2058,6,5,1973,1973,672,672,546,1218,1,1,4,1,7,264,2007,113700
2016,5,5,1970,1970,630,630,672,1302,2,1,3,1,6,440,2007,106000
1920,5,5,1971,1971,765,765,600,1365,1,1,2,1,6,440,2007,122500
4928,6,5,1976,1976,1078,958,0,958,2,0,2,1,5,440,2007,128000
2308,6,6,1976,1976,804,804,744,1548,2,1,3,1,7,440,2007,155000
2304,7,7,1978,1978,1061,1055,0,1055,2,0,2,1,4,319,2007,142500
7150,5,6,1966,1966,988,988,0,988,1,0,3,1,5,360,2007,129250
12469,9,5,2006,2007,1790,1816,0,1816,2,0,3,1,7,730,2007,356000
11694,9,5,2007,2007,1822,1828,0,1828,2,0,3,1,9,774,2007,314813
12030,8,5,2007,2007,1694,1694,0,1694,2,0,3,1,7,818,2007,318000
11825,8,5,2006,2007,1694,1694,0,1694,2,0,3,1,7,856,2007,322400
12085,8,5,2007,2007,1734,1734,0,1734,2,0,3,1,7,928,2007,318000
14333,8,5,2007,2007,2108,2122,0,2122,2,1,2,1,7,938,2007,345474
14450,9,5,2006,2007,2121,2121,0,2121,2,1,3,1,8,732,2007,415298
13641,9,5,2007,2007,1934,1943,713,2656,2,1,3,1,8,1040,2007,492000
13440,8,5,2006,2007,1108,1148,1402,2550,2,1,4,1,11,670,2007,338931
15431,10,5,2005,2006,1994,2046,0,2046,2,1,2,1,7,878,2007,450000
14154,7,5,2006,2006,1063,1071,1101,2172,2,1,3,1,9,947,2007,280000
13891,9,5,2007,2007,2552,2552,0,2552,2,0,3,1,8,932,2007,479069
14226,8,5,2006,2006,1935,1973,0,1973,2,0,3,1,9,895,2007,395000
13693,9,5,2006,2006,2153,2069,574,2643,2,1,3,1,9,694,2007,380000
11428,8,5,2006,2006,1626,1634,0,1634,2,0,3,1,7,866,2007,250000
14977,8,5,2006,2007,1976,1976,0,1976,2,0,2,1,7,908,2007,440000
13654,9,5,2005,2006,1704,1722,1036,2758,2,1,4,1,9,814,2007,418000
17169,10,5,2007,2007,2320,2290,0,2290,2,1,2,1,7,1174,2007,500067
16659,8,5,2007,2008,1582,1582,570,2152,2,1,3,1,7,728,2007,260116
9591,8,5,2004,2005,1143,1143,1330,2473,2,1,4,1,9,852,2007,317000
9709,8,5,2007,2007,918,958,1142,2100,2,1,3,1,8,786,2007,319500
10562,8,5,2007,2007,1582,1610,551,2161,1,1,3,1,8,789,2007,325624
13615,9,5,2006,2006,1802,1802,0,1802,2,1,3,1,7,843,2007,372000
13069,8,5,2004,2004,1706,1718,1238,2956,2,1,5,1,11,916,2007,342000
12099,8,5,2004,2004,1136,1136,1332,2468,2,1,4,1,10,872,2007,354000
14277,8,5,2003,2003,1317,1217,1168,2385,2,1,3,1,7,818,2007,350000
11999,8,5,2003,2004,1181,1234,1140,2374,2,1,4,1,10,656,2007,285000
12568,8,5,2007,2007,895,895,923,1818,2,1,3,1,8,774,2007,281500
9926,7,5,2005,2006,1614,1614,0,1614,2,0,3,1,7,878,2007,245700
9254,8,5,2005,2005,1721,1721,0,1721,2,0,3,1,7,554,2007,232698
10732,8,5,2006,2007,1298,1298,530,1828,2,1,3,1,7,876,2007,250000
7577,6,5,2005,2006,1362,1362,0,1362,2,0,2,1,6,460,2007,194700
3901,6,5,2005,2006,1302,1302,0,1302,1,1,1,1,5,631,2007,204000
3903,6,5,2005,2006,1302,1302,0,1302,1,1,1,1,5,631,2007,200000
6289,6,5,2005,2006,1362,1362,0,1362,2,0,2,1,6,460,2007,207000
4590,8,5,2006,2006,1554,1554,0,1554,2,0,2,1,6,627,2007,209500
4590,8,5,2006,2006,1554,1554,0,1554,2,0,2,1,6,627,2007,209500
6442,8,5,2006,2006,1370,1370,0,1370,2,0,2,1,6,484,2007,202500
7841,9,5,2005,2005,1577,1577,0,1577,2,0,2,1,6,564,2007,280000
7313,9,5,2005,2005,1561,1561,0,1561,2,0,2,1,6,556,2007,277500
7820,9,5,2007,2007,1869,1869,0,1869,2,0,2,1,6,617,2007,318061
6240,8,5,2006,2006,1324,1324,0,1324,2,0,2,1,6,550,2007,221370
3242,7,5,2003,2003,1405,1405,0,1405,2,0,2,1,6,478,2007,200000
15810,6,5,2007,2007,768,768,728,1496,3,0,3,1,7,572,2007,181755
10237,6,5,2005,2006,768,768,768,1536,2,1,3,1,6,400,2007,176000
10237,6,5,2005,2007,783,783,701,1484,2,1,3,1,8,393,2007,178900
13204,7,5,2006,2007,608,608,850,1458,2,0,3,1,6,454,2007,168165
8857,6,5,2006,2006,738,738,757,1495,2,1,3,1,7,440,2007,171925
9729,6,5,2006,2007,698,698,1048,1746,2,1,3,1,6,350,2007,198444
12216,6,5,2005,2005,1326,1326,0,1326,2,0,3,1,6,388,2007,203000
9018,7,5,2007,2007,728,728,728,1456,2,1,3,1,8,400,2007,179540
8993,7,5,2007,2007,1302,1302,0,1302,2,0,3,1,6,436,2007,176485
8899,7,5,2007,2007,1340,1340,0,1340,2,0,3,1,6,396,2007,181134
8499,6,5,2006,2007,616,616,796,1412,2,1,3,1,6,432,2007,156932
8229,6,5,2007,2007,752,752,752,1504,2,1,3,1,6,440,2007,166000
7713,7,5,2007,2007,728,728,728,1456,2,1,3,1,7,400,2007,177594
7697,7,6,2007,2007,1246,1258,0,1258,2,0,3,1,6,462,2007,173500
3922,7,5,2006,2007,1258,1258,0,1258,2,0,2,1,6,648,2007,172500
3922,7,5,2006,2007,1258,1402,0,1402,0,2,2,1,7,648,2007,194201
3621,8,5,2003,2003,1406,1589,0,1589,2,0,2,1,7,630,2007,226500
3710,7,5,2007,2007,1266,1266,0,1266,2,0,2,1,6,388,2007,185485
14572,7,5,2004,2004,1530,1530,0,1530,2,0,3,1,7,630,2007,259000
16219,7,5,2004,2005,835,1119,0,1119,2,0,2,1,5,437,2007,188500
11084,7,5,2004,2004,384,744,630,1374,2,1,3,1,8,400,2007,175000
11796,7,5,2004,2005,847,847,1112,1959,2,1,4,1,8,434,2007,215000
10936,7,5,2006,2006,1510,1525,0,1525,2,1,3,1,6,534,2007,206580
8244,7,5,2004,2004,840,840,880,1720,2,1,3,1,7,440,2007,183500
11950,7,5,2003,2003,384,754,640,1394,2,1,3,1,7,400,2007,165500
7875,7,5,2003,2003,847,847,1101,1948,2,1,4,1,8,434,2007,211000
8063,6,5,2000,2000,924,948,742,1690,2,1,3,1,7,463,2007,181000
8740,7,5,2002,2002,854,864,1131,1995,2,1,4,1,8,435,2007,219500
7917,6,5,1999,2000,953,953,694,1647,2,1,3,1,7,460,2007,175000
9967,7,5,2000,2000,384,774,656,1430,2,1,3,1,8,400,2007,170000
7750,7,5,2003,2003,660,660,660,1320,2,1,3,1,6,400,2007,162000
9487,6,5,2000,2000,915,940,750,1690,2,1,3,1,7,442,2007,187000
9649,6,5,1999,2000,941,961,683,1644,2,1,3,1,7,460,2007,185000
15623,10,5,1996,1996,2396,2411,2065,4476,3,1,4,1,10,813,2007,745000
12191,8,5,1997,1998,1779,1779,772,2551,2,1,4,1,8,925,2007,384500
11000,8,5,2000,2000,969,997,1288,2285,2,1,4,1,8,648,2007,248000
11400,10,5,2001,2002,2633,2633,0,2633,2,1,2,1,8,804,2007,466500
10557,9,5,1998,1998,1408,1671,1407,3078,2,1,4,1,9,806,2007,410000
11002,8,5,1998,1999,1389,1411,1171,2582,2,1,4,1,9,758,2007,322500
10790,7,5,1998,1998,1066,1108,1277,2385,2,1,4,1,8,600,2007,252000
21535,10,6,1994,1995,2444,2444,1872,4316,3,1,4,1,10,832,2007,755000
9920,7,5,1996,1997,1117,1127,886,2013,2,1,3,1,8,455,2007,269790
11787,7,5,1996,1997,1379,1383,1015,2398,2,1,3,1,8,834,2007,315750
9950,7,5,1995,1995,1203,1214,1306,2520,2,1,4,1,9,721,2007,290000
12257,8,5,1995,1995,1318,1328,1203,2531,2,1,4,1,9,752,2007,290000
12692,8,5,1992,1993,3200,3228,0,3228,3,0,4,1,10,546,2007,430000
11762,8,5,1992,1993,1105,1105,1097,2202,2,1,4,1,9,517,2007,263000
9044,8,5,1996,1997,1325,1335,1203,2538,2,1,4,1,8,933,2007,330000
9910,7,6,2007,2007,1369,1369,0,1369,2,0,3,1,5,605,2007,213133
11830,8,5,2007,2007,1542,1542,0,1542,2,0,3,1,6,852,2007,260261
11670,9,5,2006,2006,1905,1905,0,1905,2,0,3,1,8,788,2007,320000
15256,8,5,2007,2007,1485,1464,0,1464,2,0,3,1,6,754,2007,282922
10612,8,5,2006,2006,1524,1534,0,1534,2,0,3,1,7,484,2007,215000
12291,10,5,2007,2007,1966,1966,0,1966,2,0,1,1,6,1092,2007,419005
13501,8,5,2006,2006,1623,1636,0,1636,2,0,3,1,8,865,2007,255000
9986,8,5,2006,2007,1795,1795,0,1795,2,0,2,1,7,895,2007,147000
9965,7,5,2007,2007,1528,1528,0,1528,3,2,3,1,6,480,2007,235876
9416,7,5,2007,2007,1726,1726,0,1726,2,0,3,1,8,786,2007,311872
9849,7,6,2007,2007,1689,1689,0,1689,2,0,3,1,7,954,2007,248328
10000,8,5,2006,2006,1588,1588,0,1588,2,0,3,1,7,825,2007,227000
8847,8,5,2005,2005,1538,1538,0,1538,2,0,3,1,7,484,2007,260000
9158,8,5,2007,2007,1496,1496,0,1496,2,0,3,1,7,474,2007,225000
8251,7,5,2005,2006,1494,1506,0,1506,2,0,3,1,7,672,2007,249000
10084,8,5,2004,2005,1686,1694,0,1694,2,0,3,1,7,636,2007,307000
9605,7,5,2006,2006,982,982,995,1977,2,1,3,1,7,574,2007,250000
8778,8,5,2006,2006,1302,1302,528,1830,2,1,3,1,7,859,2007,221300
8640,8,5,2007,2007,1338,1338,0,1338,2,0,3,1,6,598,2007,208900
9000,7,5,2006,2007,1335,1335,0,1335,2,0,3,1,6,575,2007,210400
8640,8,5,2007,2007,896,896,896,1792,2,1,3,1,8,590,2007,255000
10411,5,5,2007,2007,725,725,863,1588,3,0,3,1,8,561,2007,212109
9000,8,5,2006,2006,1088,1088,871,1959,2,1,3,1,8,1025,2007,270000
9000,8,5,2007,2007,1184,1184,1426,2610,2,1,4,1,11,550,2007,303477
12217,8,5,2007,2007,955,955,925,1880,2,1,3,1,8,880,2007,310013
11096,8,5,2006,2006,1656,1656,0,1656,2,0,3,1,7,826,2007,249700
10207,7,6,2007,2007,874,874,887,1761,3,0,3,1,7,578,2007,227875
